id,cost
360947,91.00246
360948,94.87676
360949,89.62132
360950,89.47245
360951,101.67013
360952,96.73238
360953,95.140686
360954,82.96086
360955,93.83675
360956,77.453896
360957,85.952255
360958,103.35485
360959,93.79953
360960,102.04946
360961,91.7015
360962,100.31999
360963,94.57673
360964,93.54912
360965,95.80818
360966,94.14643
360967,89.88564
360968,104.55566
360969,93.06942
360970,95.57967
360971,101.57461
360972,89.18434
360973,95.11763
360974,89.66195
360975,109.10664
360976,91.820435
360977,106.09595
360978,97.01128
360979,69.5299
360980,81.530426
360981,92.120476
360982,103.323006
360983,100.98814
360984,100.53085
360985,92.718094
360986,102.1378
360987,91.1039
360988,94.060036
360989,101.7874
360990,100.7179
360991,98.46026
360992,101.63665
360993,77.46232
360994,90.790375
360995,97.51215
360996,97.97169
360997,78.78412
360998,114.43182
360999,100.76656
361000,107.79419
361001,84.82485
361002,94.12293
361003,100.51914
361004,85.72852
361005,101.24874
361006,88.89681
361007,88.20961
361008,103.68563
361009,95.36112
361010,94.036064
361011,99.1657
361012,94.74003
361013,94.35686
361014,94.2865
361015,79.61792
361016,103.47484
361017,95.779564
361018,91.38523
361019,104.99719
361020,99.292305
361021,86.71295
361022,100.48028
361023,104.59321
361024,108.31873
361025,89.80707
361026,102.55426
361027,98.567116
361028,84.75278
361029,119.60629
361030,92.84098
361031,102.45935
361032,104.77185
361033,98.86039
361034,98.06305
361035,93.54402
361036,101.288635
361037,110.92668
361038,91.6954
361039,90.74587
361040,92.554276
361041,82.02464
361042,95.986664
361043,93.77571
361044,99.33081
361045,101.59838
361046,91.55755
361047,89.87408
361048,101.95865
361049,80.2401
361050,87.9036
361051,86.34534
361052,94.88627
361053,86.849785
361054,97.97924
361055,94.71812
361056,72.61239
361057,91.41629
361058,105.1956
361059,101.614334
361060,91.024925
361061,88.76197
361062,91.4702
361063,104.12924
361064,94.81959
361065,97.02399
361066,81.76069
361067,99.04384
361068,106.04479
361069,104.41778
361070,99.65656
361071,124.82521
361072,91.757744
361073,122.334114
361074,119.19666
361075,129.96422
361076,88.87902
361077,104.89287
361078,84.860794
361079,101.66004
361080,83.777534
361081,95.1975
361082,87.45736
361083,88.54894
361084,92.56508
361085,97.27405
361086,86.02526
361087,107.18458
361088,86.316765
361089,102.8159
361090,112.05822
361091,97.82522
361092,92.70045
361093,91.42471
361094,105.04198
361095,97.02698
361096,85.368454
361097,97.23722
361098,101.3689
361099,100.354546
361100,82.91292
361101,87.94812
361102,87.05067
361103,98.36574
361104,78.64382
361105,101.292145
361106,81.99021
361107,94.51778
361108,96.52936
361109,79.82122
361110,93.31479
361111,101.670525
361112,102.03104
361113,100.09332
361114,88.97769
361115,104.204865
361116,103.4858
361117,86.382866
361118,94.27868
361119,89.118744
361120,89.68621
361121,104.50025
361122,100.588875
361123,104.7298
361124,94.084885
361125,97.04451
361126,99.48675
361127,131.85127
361128,87.72738
361129,99.52054
361130,95.11841
361131,97.15654
361132,104.51856
361133,99.131035
361134,107.84115
361135,100.457
361136,93.52897
361137,93.528336
361138,96.85302
361139,109.77736
361140,93.98048
361141,99.346504
361142,86.8854
361143,91.014305
361144,92.27908
361145,104.78401
361146,87.19791
361147,77.98206
361148,109.61372
361149,89.42148
361150,99.521736
361151,98.64088
361152,100.49412
361153,93.757
361154,101.54219
361155,104.810295
361156,76.95818
361157,100.282364
361158,98.78738
361159,98.3115
361160,95.07387
361161,67.83543
361162,106.56233
361163,93.83245
361164,88.811035
361165,92.39516
361166,96.11944
361167,96.81593
361168,87.946045
361169,93.61497
361170,92.53158
361171,92.72364
361172,108.08722
361173,98.9358
361174,99.88048
361175,101.5908
361176,107.25734
361177,107.57196
361178,104.60665
361179,106.14559
361180,95.27588
361181,124.29492
361182,83.56855
361183,86.32488
361184,91.35858
361185,101.28546
361186,115.91854
361187,75.97029
361188,104.51061
361189,102.629
361190,104.40592
361191,99.127975
361192,79.67929
361193,106.4945
361194,82.15789
361195,100.79583
361196,101.60024
361197,88.915245
361198,77.57456
361199,99.8382
361200,100.300575
361201,99.07418
361202,108.02159
361203,99.23708
361204,93.75691
361205,80.811516
361206,90.44407
361207,102.20466
361208,85.710045
361209,79.44523
361210,104.49059
361211,95.31105
361212,91.647896
361213,86.98586
361214,99.88899
361215,93.79384
361216,89.22783
361217,87.84135
361218,111.344124
361219,93.28587
361220,94.9989
361221,99.13614
361222,96.35781
361223,101.7431
361224,89.74322
361225,81.51642
361226,89.84752
361227,76.90783
361228,93.09356
361229,96.33516
361230,104.39084
361231,104.84773
361232,95.55343
361233,82.984566
361234,102.25551
361235,81.64309
361236,94.44288
361237,91.12753
361238,95.817276
361239,97.658585
361240,90.85929
361241,88.789024
361242,96.00767
361243,110.17816
361244,109.00059
361245,104.115654
361246,96.03649
361247,76.96428
361248,93.55922
361249,96.22207
361250,85.79348
361251,101.41914
361252,107.25512
361253,105.169685
361254,90.23675
361255,95.66666
361256,96.41451
361257,80.88048
361258,98.367775
361259,78.83005
361260,83.41018
361261,94.912155
361262,102.55964
361263,98.12169
361264,96.12245
361265,105.08325
361266,101.029724
361267,93.12327
361268,92.80917
361269,106.39767
361270,94.08842
361271,87.044624
361272,87.98906
361273,78.231735
361274,88.45424
361275,89.89427
361276,93.27715
361277,86.875175
361278,102.68816
361279,89.45908
361280,107.63302
361281,96.784355
361282,104.64392
361283,96.0974
361284,85.50096
361285,95.39265
361286,92.28776
361287,97.35126
361288,78.33665
361289,97.92753
361290,79.736984
361291,98.092155
361292,98.084404
361293,110.69279
361294,90.74359
361295,53.90808
361296,95.13248
361297,82.94689
361298,88.40588
361299,131.21735
361300,92.526985
361301,90.847725
361302,85.821175
361303,96.154686
361304,85.61756
361305,101.7188
361306,95.60514
361307,101.20263
361308,103.91701
361309,108.7266
361310,105.607735
361311,117.76812
361312,94.797424
361313,91.57948
361314,94.10841
361315,113.87663
361316,92.619255
361317,89.43782
361318,90.057686
361319,73.11867
361320,77.70697
361321,94.07772
361322,116.70857
361323,90.99228
361324,96.23338
361325,92.63394
361326,88.18626
361327,91.50615
361328,105.046936
361329,77.722694
361330,93.83258
361331,98.98208
361332,100.313614
361333,86.07632
361334,93.6063
361335,89.17794
361336,99.98275
361337,94.534035
361338,92.91721
361339,96.98894
361340,109.29797
361341,107.32922
361342,111.14079
361343,109.24881
361344,113.68119
361345,96.49184
361346,102.14655
361347,93.980705
361348,87.383316
361349,78.58915
361350,103.150085
361351,88.16904
361352,88.98529
361353,82.44838
361354,97.57794
361355,92.171776
361356,98.85767
361357,92.53943
361358,108.55251
361359,95.92864
361360,89.81057
361361,102.866554
361362,92.8191
361363,97.578316
361364,100.61615
361365,93.801926
361366,69.14022
361367,84.00365
361368,109.05798
361369,94.949615
361370,105.88759
361371,78.29822
361372,97.82093
361373,92.91211
361374,101.60093
361375,102.437294
361376,100.50486
361377,98.238174
361378,96.59128
361379,100.2855
361380,88.46349
361381,102.239944
361382,98.49721
361383,88.82581
361384,100.47723
361385,96.29015
361386,98.39014
361387,116.33714
361388,100.24871
361389,80.23789
361390,114.39358
361391,77.15277
361392,93.11999
361393,94.113815
361394,98.6626
361395,94.802635
361396,101.99145
361397,94.8481
361398,98.21811
361399,99.942406
361400,91.48599
361401,103.1856
361402,101.059456
361403,95.215256
361404,101.88503
361405,104.173065
361406,101.72562
361407,87.446434
361408,109.25501
361409,92.3258
361410,92.64189
361411,105.47194
361412,82.25982
361413,121.89283
361414,100.32937
361415,110.208916
361416,89.76187
361417,104.47797
361418,96.83804
361419,83.75073
361420,95.88438
361421,88.68731
361422,93.96866
361423,89.76092
361424,91.152176
361425,101.3099
361426,87.90614
361427,84.022255
361428,88.46328
361429,87.7843
361430,93.68474
361431,116.57467
361432,89.96564
361433,97.82828
361434,92.116035
361435,92.830246
361436,105.3632
361437,78.37335
361438,96.21085
361439,98.99405
361440,104.65632
361441,90.386185
361442,99.82488
361443,96.26862
361444,89.20464
361445,103.01628
361446,87.02183
361447,81.3216
361448,99.24387
361449,105.82578
361450,85.41529
361451,98.49697
361452,95.993324
361453,96.10041
361454,107.36999
361455,89.02357
361456,102.61877
361457,103.59776
361458,93.266594
361459,103.85509
361460,90.2532
361461,98.7438
361462,91.71166
361463,95.36191
361464,100.69613
361465,90.269295
361466,90.99557
361467,88.79215
361468,93.07826
361469,92.3363
361470,93.626785
361471,105.978195
361472,106.318985
361473,96.57871
361474,108.07989
361475,103.36928
361476,91.30804
361477,90.38505
361478,82.07723
361479,92.30524
361480,86.08699
361481,92.830734
361482,92.36096
361483,94.60704
361484,102.44529
361485,86.52887
361486,77.58119
361487,102.79852
361488,81.35109
361489,112.735794
361490,77.3255
361491,94.70702
361492,101.55695
361493,95.44778
361494,95.01112
361495,78.95569
361496,89.25998
361497,99.29498
361498,100.697296
361499,85.29184
361500,96.94092
361501,102.63794
361502,90.561264
361503,92.85235
361504,90.09369
361505,86.86843
361506,82.04911
361507,93.658554
361508,99.7491
361509,95.918755
361510,105.76478
361511,76.04366
361512,94.975105
361513,100.06238
361514,93.49314
361515,102.74147
361516,101.11558
361517,88.64156
361518,106.29985
361519,102.655785
361520,96.56108
361521,85.338844
361522,94.974785
361523,111.680725
361524,85.43062
361525,92.22088
361526,109.788765
361527,102.930214
361528,99.41151
361529,90.36178
361530,117.392334
361531,106.34606
361532,86.38749
361533,104.21445
361534,104.372955
361535,115.46872
361536,87.17852
361537,101.76451
361538,106.1691
361539,108.11651
361540,95.5526
361541,105.740036
361542,101.58229
361543,104.05357
361544,103.59662
361545,90.02504
361546,104.36903
361547,104.42412
361548,101.284096
361549,93.175255
361550,98.37654
361551,88.17261
361552,90.45462
361553,80.30331
361554,97.70719
361555,106.494804
361556,97.08435
361557,82.71245
361558,85.74644
361559,95.51775
361560,93.33391
361561,103.707695
361562,94.99602
361563,75.79736
361564,92.52332
361565,107.75492
361566,96.57541
361567,95.38167
361568,97.03834
361569,94.821
361570,88.6667
361571,96.22356
361572,104.8961
361573,77.28682
361574,103.906555
361575,94.00249
361576,101.48485
361577,96.81486
361578,91.453094
361579,113.55122
361580,95.49456
361581,88.444305
361582,97.45801
361583,103.5834
361584,102.565125
361585,86.36554
361586,98.272766
361587,100.94831
361588,77.68149
361589,98.24007
361590,98.18651
361591,92.19683
361592,82.589714
361593,84.27964
361594,95.85168
361595,95.23118
361596,83.92266
361597,98.17663
361598,115.884094
361599,93.74833
361600,93.60351
361601,101.19181
361602,113.204956
361603,100.36822
361604,94.98988
361605,102.8411
361606,93.904144
361607,102.07384
361608,81.73836
361609,103.50932
361610,96.04463
361611,84.96809
361612,111.40178
361613,88.77297
361614,97.68056
361615,93.170044
361616,94.03611
361617,139.75778
361618,106.79416
361619,102.53989
361620,80.046715
361621,89.50801
361622,108.593735
361623,80.6158
361624,96.710014
361625,103.13896
361626,89.90155
361627,103.39302
361628,88.81639
361629,96.92938
361630,100.18167
361631,99.61626
361632,92.69602
361633,90.50871
361634,123.86419
361635,98.59993
361636,81.059494
361637,93.86465
361638,113.69027
361639,102.72149
361640,103.89165
361641,88.7309
361642,105.53816
361643,76.26624
361644,76.622856
361645,86.88506
361646,103.13251
361647,94.84339
361648,94.1889
361649,101.8606
361650,99.98742
361651,93.98953
361652,99.205444
361653,96.04495
361654,102.65707
361655,101.6759
361656,91.42202
361657,96.80702
361658,94.90822
361659,112.9501
361660,102.65272
361661,98.27532
361662,83.34569
361663,102.2721
361664,95.91289
361665,95.22287
361666,78.498535
361667,84.58178
361668,100.442345
361669,94.89574
361670,77.2505
361671,99.33464
361672,97.06541
361673,80.32882
361674,94.61516
361675,96.27684
361676,93.2093
361677,91.17696
361678,108.49929
361679,102.505585
361680,94.21065
361681,83.65542
361682,106.30553
361683,94.53021
361684,98.450066
361685,97.967255
361686,95.6638
361687,100.49407
361688,97.334465
361689,91.78592
361690,100.85599
361691,101.174614
361692,118.152145
361693,91.16031
361694,93.81039
361695,107.9613
361696,100.109566
361697,80.39753
361698,100.837875
361699,83.46152
361700,93.07301
361701,91.6209
361702,91.89128
361703,102.921295
361704,94.9352
361705,102.78843
361706,85.86606
361707,102.89088
361708,125.97901
361709,98.73253
361710,94.518456
361711,102.593475
361712,90.09638
361713,97.102455
361714,92.739815
361715,77.01958
361716,88.77058
361717,91.64555
361718,92.54652
361719,90.71136
361720,103.400986
361721,88.42524
361722,80.2076
361723,100.651184
361724,94.180595
361725,98.349434
361726,82.632256
361727,85.89452
361728,92.2367
361729,77.80844
361730,89.77044
361731,94.64762
361732,94.629974
361733,94.856964
361734,99.07576
361735,83.46426
361736,78.60358
361737,97.71115
361738,90.38666
361739,86.73266
361740,86.69635
361741,111.50484
361742,98.519035
361743,91.69146
361744,98.131615
361745,105.739685
361746,96.54187
361747,85.49275
361748,95.02532
361749,90.39982
361750,92.216835
361751,85.97847
361752,97.93616
361753,78.697235
361754,75.759285
361755,100.912445
361756,96.99436
361757,98.172134
361758,101.84663
361759,93.0884
361760,95.63509
361761,106.133026
361762,102.754234
361763,108.38099
361764,87.8635
361765,84.71431
361766,102.35797
361767,103.44765
361768,95.267296
361769,102.88661
361770,93.91297
361771,89.33907
361772,88.33318
361773,91.12217
361774,85.29863
361775,98.13431
361776,78.92542
361777,103.92882
361778,82.30151
361779,91.94179
361780,94.37004
361781,129.10123
361782,81.02432
361783,107.04786
361784,89.713326
361785,77.139015
361786,82.18244
361787,97.40361
361788,91.237595
361789,104.805244
361790,91.19732
361791,97.14307
361792,103.02824
361793,73.512184
361794,98.41526
361795,81.57652
361796,92.02439
361797,96.26148
361798,104.24596
361799,98.817116
361800,78.32738
361801,105.52105
361802,94.23589
361803,139.37251
361804,99.8321
361805,127.37641
361806,94.87562
361807,101.50151
361808,96.35489
361809,98.29663
361810,99.02562
361811,96.94601
361812,106.11403
361813,102.21642
361814,101.1018
361815,99.7221
361816,92.59198
361817,93.931305
361818,105.05892
361819,96.10981
361820,80.89797
361821,109.10292
361822,94.231895
361823,86.49027
361824,97.05185
361825,89.1499
361826,89.49377
361827,92.2159
361828,92.420586
361829,82.60319
361830,108.56672
361831,96.67853
361832,78.75319
361833,113.45731
361834,95.38883
361835,102.20028
361836,104.38607
361837,83.92104
361838,98.7418
361839,77.40969
361840,98.45272
361841,86.312225
361842,98.61356
361843,90.70244
361844,79.90999
361845,76.264656
361846,101.35016
361847,112.93929
361848,106.166855
361849,92.447235
361850,87.020615
361851,91.59326
361852,81.44983
361853,99.57649
361854,84.665886
361855,76.57761
361856,106.41237
361857,105.36061
361858,73.69357
361859,115.63439
361860,89.638824
361861,82.8143
361862,96.4094
361863,80.37979
361864,82.04139
361865,92.848145
361866,100.66166
361867,104.030785
361868,90.36287
361869,88.24437
361870,95.53313
361871,100.94564
361872,81.44771
361873,77.85648
361874,101.298294
361875,94.803505
361876,99.8723
361877,101.81338
361878,93.48129
361879,91.75252
361880,65.35628
361881,105.35954
361882,97.56248
361883,112.16042
361884,73.10181
361885,80.76226
361886,93.00476
361887,97.871124
361888,106.36301
361889,78.49562
361890,93.30607
361891,89.71968
361892,81.93123
361893,91.23742
361894,91.29994
361895,101.43145
361896,102.69528
361897,100.875854
361898,106.60024
361899,99.13227
361900,101.252304
361901,95.041626
361902,108.85172
361903,95.90027
361904,109.22757
361905,110.704185
361906,100.171005
361907,90.056206
361908,95.067085
361909,91.11997
361910,114.3356
361911,111.86527
361912,83.41638
361913,107.109856
361914,90.60258
361915,102.64091
361916,103.64296
361917,101.374855
361918,94.97382
361919,81.24863
361920,98.07363
361921,102.43513
361922,79.00427
361923,97.80001
361924,92.84053
361925,97.0259
361926,97.07126
361927,88.56632
361928,96.44155
361929,98.53741
361930,99.45963
361931,98.40678
361932,97.56126
361933,119.99759
361934,99.55448
361935,94.9331
361936,90.53424
361937,78.55762
361938,105.6921
361939,91.622894
361940,89.26772
361941,96.81294
361942,101.41343
361943,90.5033
361944,74.83095
361945,95.29521
361946,103.88059
361947,107.58946
361948,94.95708
361949,110.09591
361950,91.296684
361951,86.0202
361952,102.18984
361953,105.83613
361954,102.16687
361955,75.30753
361956,100.92338
361957,101.70813
361958,105.773735
361959,93.10504
361960,96.154366
361961,97.24701
361962,98.86563
361963,88.86865
361964,105.23658
361965,110.54658
361966,94.17261
361967,88.79335
361968,104.74835
361969,95.18576
361970,93.40599
361971,101.20765
361972,94.42213
361973,99.19756
361974,86.114525
361975,98.3232
361976,104.554245
361977,125.1584
361978,105.63514
361979,89.19892
361980,101.78083
361981,89.27026
361982,100.023926
361983,95.0435
361984,96.3192
361985,82.09661
361986,78.360825
361987,130.38681
361988,95.51794
361989,72.74526
361990,104.15311
361991,91.10262
361992,98.570724
361993,94.98746
361994,101.313805
361995,103.14636
361996,88.61733
361997,91.45817
361998,91.70296
361999,92.66431
362000,83.06875
362001,100.98108
362002,106.23709
362003,99.47621
362004,99.11676
362005,105.08264
362006,85.2744
362007,101.0288
362008,102.34836
362009,106.02866
362010,92.50973
362011,81.602905
362012,104.83815
362013,89.791046
362014,90.4961
362015,91.98066
362016,95.97057
362017,94.99762
362018,110.025
362019,107.32276
362020,103.571335
362021,89.894875
362022,104.99052
362023,95.837036
362024,83.693695
362025,95.93262
362026,89.12854
362027,96.36738
362028,82.408554
362029,82.27181
362030,96.52997
362031,100.34391
362032,98.827255
362033,77.26435
362034,94.652916
362035,100.15041
362036,113.04675
362037,95.714195
362038,97.85274
362039,108.65594
362040,89.281586
362041,98.53199
362042,95.78745
362043,99.80984
362044,100.344345
362045,84.76697
362046,84.105896
362047,95.80994
362048,104.88095
362049,82.48169
362050,84.7399
362051,100.649536
362052,85.692924
362053,89.26359
362054,99.47132
362055,94.47556
362056,94.408844
362057,101.28946
362058,97.5269
362059,95.91224
362060,102.49399
362061,99.97485
362062,109.25475
362063,101.01313
362064,97.818245
362065,95.46825
362066,91.22924
362067,91.847305
362068,105.996765
362069,77.78564
362070,89.6129
362071,108.68413
362072,99.33081
362073,77.71553
362074,92.6836
362075,83.07893
362076,105.63834
362077,88.97607
362078,117.78845
362079,100.18249
362080,97.37865
362081,96.81299
362082,89.486084
362083,103.7063
362084,97.56708
